x,y,z
452.423,305.17,17.231
485.24188888888887,315.5177777777778,18.733444444444444
518.0607777777777,325.86555555555555,20.23588888888889
550.8796666666667,336.21333333333337,21.738333333333337
583.6985555555556,346.56111111111113,23.24077777777778
616.5174444444444,356.9088888888889,24.743222222222222
649.3363333333333,367.25666666666666,26.245666666666665
682.1552222222222,377.6044444444444,27.74811111111111
714.9741111,387.9522222222222,29.250555555555554
747.793,398.3,30.753
451.77588888888886,304.966,32.77177777777778
484.5947777777777,315.3137777777778,34.27422222222222
517.4136666666666,325.66155555555554,35.776666666666664
550.2325555555556,336.00933333333336,37.27911111111111
583.0514444444444,346.3571111111111,38.781555555555556
615.8703333333333,356.7048888888889,40.284
648.6892222222222,367.0526666666667,41.78644444444444
681.5081111,377.4004444444445,43.288888888888884
714.327,387.74822222222224,44.79133333333333
747.1458888888889,398.096,46.29377777777778
451.12877777777777,304.762,48.31255555555556
483.9476666666667,315.10977777777777,49.815000000000005
516.7665555555556,325.45755555555553,51.31744444444445
549.5854444444445,335.80533333333335,52.81988889
582.4043333333334,346.1531111111111,54.32233333333333
615.2232222222223,356.5008888888889,55.82477777777778
648.0421111111111,366.84866666666665,57.32722222222222
680.861,377.19644444444447,58.82966666666667
713.6798889,387.54422222222223,60.332111111111104
746.4987777777778,397.892,61.83455555555555
450.4816666666667,304.558,63.85333333333334
483.30055555555555,314.90577777777776,65.35577777777777
516.1194444444444,325.2535555555556,66.85822222222222
548.9383333333334,335.6013333333333,68.36066666666667
581.7572222222223,345.9491111111111,69.86311111111112
614.5761111111111,356.2968888888889,71.36555555555556
647.395,366.64466666666664,72.86800000000001
680.2138889,376.9924444444444,74.37044444444446
713.0327777777778,387.3402222222222,75.87288888888891
745.8516666666667,397.688,77.37533333333334
449.83455555555554,304.354,79.39411111111112
482.6534444444444,314.70177777777775,80.89655555555555
515.4723333333334,325.04955555555557,82.399
548.2912222222222,335.39733333333334,83.90144444444445
581.1101111111111,345.7451111111111,85.40388889
613.929,356.0928888888889,86.90633333333335
646.7478888888888,366.44066666666663,88.40877777777779
679.5667777777777,376.78844444444445,89.91122222222224
712.3856666666667,387.1362222222222,91.41366666666667
745.2045555555555,397.48400000000004,92.91611111111112
449.1874444444444,304.15000000000003,94.93488888888889
482.00633333333326,314.49777777777774,96.43733333333334
514.8252222222222,324.84555555555556,97.93977777777778
547.6441111111111,335.1933333333334,99.44222222222223
580.463,345.54111111111115,100.94466666666668
613.2818888888888,355.8888888888889,102.44711111111113
646.1007777777777,366.2366666666667,103.94955555555556
678.9196666666666,376.58444444444444,105.45200000000001
711.7385555555555,386.9322222222222,106.95444444444445
744.5574444444444,397.28,108.4568888888889
448.54033333333336,303.946,110.47566666666667
481.35922222222223,314.2937777777778,111.9781111111111
514.1781111111111,324.64155555555556,113.48055555555555
546.9970000000001,334.9893333333334,114.98300000000002
579.8158888888889,345.33711111111114,116.48544444444445
612.6347777777778,355.6848888888889,117.98788888888889
645.4536666666668,366.03266666666667,119.49033333333335
678.2725555555556,376.3804444444445,120.99277777777777
711.0914444444444,386.72822222222226,122.49522222222224
743.9103333333334,397.076,123.99766666666667
447.8932222222222,303.742,126.01644444444445
480.7121111111111,314.0897777777778,127.51888888888888
513.531,324.4375555555556,129.02133333333333
546.3498888888889,334.78533333333337,130.52377777777778
579.1687777777778,345.13311111111113,132.0262222222222
611.9876666666668,355.4808888888889,133.52866666666665
644.8065555555556,365.82866666666666,135.0311111111111
677.6254444444445,376.17644444444437,136.53355555555555
710.4443333333334,386.5242222222222,138.03599999999997
743.2632222222223,396.87199999999996,139.53844444444442
447.24611111111113,303.538,141.55722222222224
480.065,313.8857777777778,143.05966666666666
512.8838888888889,324.23355555555554,144.5621111111111
545.7027777777778,334.58133333333336,146.06455555555556
578.5216666666668,344.92911111111107,147.567
611.3405555555556,355.27688888888895,149.06944444444446
644.1594444444445,365.6246666666667,150.5718888888889
676.9783333333334,375.9724444444445,152.07433333333336
709.7972222222223,386.3202222222222,153.57677777777778
742.6161111111112,396.668,155.07922222222223
446.599,303.334,157.098
479.4178888888889,313.6817777777777,158.60044444444446
512.2367777777778,324.0295555555556,160.1028888888889
545.0556666666668,334.37733333333335,161.60533333333336
577.8745555555556,344.7251111111111,163.10777777777778
610.6934444444445,355.0728888888889,164.61022222222223
643.5123333333333,365.42066666666665,166.11266666666668
676.3312222222222,375.7684444444444,167.6151111111111
709.1501111111112,386.11622222222223,169.11755555555555
741.969,396.464,170.62
460.10766666666666,280.7972222222223,17.231
492.92656790123453,291.14500000000004,18.733444444444444
525.7454691358024,301.4927777777778,20.23588888888889
558.5643703703704,311.8405555555556,21.738333333333337
591.3832716049383,322.1883333333334,23.24077777777778
624.2021728395061,332.53611111111115,24.743222222222222
657.0210741,342.8838888888889,26.245666666666665
689.8399753,353.2316666666667,27.74811111111111
722.6588765432099,363.57944444444445,29.250555555555554
755.4777777777778,373.9272222222222,30.753
459.4605555555555,280.59322222222227,32.77177777777778
492.2794567901234,290.94100000000003,34.27422222222222
525.0983580246914,301.2887777777778,35.776666666666664
557.9172592592593,311.63655555555556,37.27911111111111
590.7361604938271,321.9843333333333,38.781555555555556
623.5550617,332.3321111111111,40.284
656.3739629629629,342.67988888888885,41.78644444444444
689.1928641975308,353.0276666666667,43.288888888888884
722.0117654320987,363.37544444444444,44.79133333333333
754.8306666666666,373.7232222222222,46.29377777777778
458.81344444444443,280.38922222222226,48.31255555555556
491.6323456790123,290.737,49.815000000000005
524.4512469135802,301.0847777777778,51.31744444444445
557.2701481481481,311.4325555555556,52.81988889
590.0890494,321.7803333333334,54.32233333333333
622.9079506172839,332.12811111111114,55.82477777777778
655.7268518518517,342.4758888888889,57.32722222222222
688.5457530864196,352.82366666666667,58.82966666666667
721.3646543209876,363.17144444444443,60.332111111111104
754.1835555555555,373.5192222222222,61.83455555555555
458.16633333333334,280.18522222222225,63.85333333333334
490.9852345679012,290.533,65.35577777777777
523.8041358024691,300.8807777777778,66.85822222222222
556.6230370370371,311.2285555555556,68.36066666666667
589.4419383,321.5763333333333,69.86311111111112
622.2608395061728,331.92411111111113,71.36555555555556
655.0797407407408,342.2718888888889,72.86800000000001
687.8986419753087,352.61966666666666,74.37044444444446
720.7175432098765,362.9674444444444,75.87288888888891
753.5364444444444,373.31522222222225,77.37533333333334
457.5192222222222,279.98122222222224,79.39411111111112
490.3381234567901,290.329,80.89655555555555
523.1570247,300.6767777777778,82.399
555.9759259259259,311.0245555555556,83.90144444444445
588.7948271604938,321.37233333333336,85.40388889
621.6137283950617,331.7201111111111,86.90633333333335
654.4326296296296,342.0678888888889,88.40877777777779
687.2515308641974,352.4156666666666,89.91122222222224
720.0704320987653,362.7634444444444,91.41366666666667
752.8893333333333,373.1112222222222,92.91611111111112
456.87211111111105,279.77722222222224,94.93488888888889
489.6910123456789,290.125,96.43733333333334
522.5099135802469,300.47277777777776,97.93977777777778
555.3288148148149,310.8205555555556,99.44222222222223
588.1477160493827,321.16833333333335,100.94466666666668
620.9666172839507,331.5161111111111,102.44711111111113
653.7855185185185,341.8638888888889,103.94955555555556
686.6044197530864,352.2116666666667,105.45200000000001
719.4233209876544,362.55944444444447,106.95444444444445
752.2422222222223,372.90722222222223,108.4568888888889
456.225,279.5732222222222,110.47566666666667
489.0439012345679,289.921,111.9781111111111
521.8628024691359,300.2687777777778,113.48055555555555
554.6817037037038,310.6165555555556,114.98300000000002
587.5006049382716,320.96433333333334,116.48544444444445
620.3195061728395,331.3121111111111,117.98788888888889
653.1384074074074,341.6598888888889,119.49033333333335
685.9573086419753,352.00766666666664,120.99277777777777
718.7762098765432,362.35544444444446,122.49522222222224
751.5951111111111,372.7032222222222,123.99766666666667
455.5778888888889,279.3692222222222,126.01644444444445
488.39679012345675,289.717,127.51888888888888
521.2156913580247,300.06477777777775,129.02133333333333
554.0345925925926,310.41255555555557,130.52377777777778
586.8534938271605,320.7603333333333,132.0262222222222
619.6723950617284,331.1081111111111,133.52866666666665
652.4912962962964,341.4558888888889,135.0311111111111
685.3101975308642,351.8036666666667,136.53355555555555
718.1290987654322,362.1514444444444,138.03599999999997
750.9480000000001,372.4992222222222,139.53844444444442
454.9307777777778,279.1652222222222,141.55722222222224
487.74967901234567,289.513,143.05966666666666
520.5685802469136,299.8607777777778,144.5621111111111
553.3874814814815,310.20855555555556,146.06455555555556
586.2063827160493,320.5563333333333,147.567
619.0252839506172,330.9041111111111,149.06944444444446
651.8441851851852,341.25188888888886,150.5718888888889
684.6630864,351.5996666666666,152.07433333333336
717.4819877,361.94744444444444,153.57677777777778
750.3008888888888,372.2952222222222,155.07922222222223
454.28366666666665,278.9612222222222,157.098
487.1025679012345,289.30899999999997,158.60044444444446
519.9214691358025,299.65677777777773,160.1028888888889
552.7403703703703,310.00455555555556,161.60533333333336
585.5592716049382,320.3523333333333,163.10777777777778
618.3781728395062,330.7001111111111,164.61022222222223
651.1970740740741,341.04788888888885,166.11266666666668
684.0159753086419,351.39566666666667,167.6151111111111
716.8348765432098,361.74344444444444,169.11755555555555
749.6537777777778,372.0912222222222,170.62
467.7923333333333,256.4244444444445,17.231
500.6112469135802,266.77222222222224,18.733444444444444
533.4301604938271,277.12,20.23588888888889
566.2490740740741,287.4677777777778,21.738333333333337
599.0679876543209,297.8155555555556,23.24077777777778
631.8869012345679,308.16333333333336,24.743222222222222
664.7058148148149,318.5111111111112,26.245666666666665
697.5247283950617,328.8588888888889,27.74811111111111
730.3436419753085,339.2066666666667,29.250555555555554
763.1625555555555,349.55444444444447,30.753
467.1452222222222,256.22044444444447,32.77177777777778
499.96413580246906,266.56822222222223,34.27422222222222
532.7830494,276.916,35.776666666666664
565.601963,287.2637777777778,37.27911111111111
598.4208765432097,297.6115555555556,38.781555555555556
631.2397901234567,307.95933333333335,40.284
664.0587037037036,318.3071111111111,41.78644444444444
696.8776172839505,328.6548888888889,43.288888888888884
729.6965308641974,339.00266666666664,44.79133333333333
762.5154444444444,349.35044444444446,46.29377777777778
466.49811111111114,256.01644444444446,48.31255555555556
499.31702469135803,266.3642222222222,49.815000000000005
532.1359382716049,276.712,51.31744444444445
564.9548518518519,287.0597777777778,52.81988889
597.7737654320988,297.4075555555555,54.32233333333333
630.5926790123457,307.75533333333334,55.82477777777778
663.4115925925926,318.1031111111111,57.32722222222222
696.2305061728395,328.4508888888889,58.82966666666667
729.0494197530865,338.79866666666663,60.332111111111104
761.8683333333333,349.14644444444446,61.83455555555555
465.851,255.81244444444448,63.85333333333334
498.6699135802469,266.1602222222223,65.35577777777777
531.4888271604939,276.50800000000004,66.85822222222222
564.3077407407408,286.85577777777786,68.36066666666667
597.1266543209877,297.20355555555557,69.86311111111112
629.9455679012347,307.5513333333334,71.36555555555556
662.7644814814815,317.89911111111115,72.86800000000001
695.5833950617284,328.2468889,74.37044444444446
728.4023086419754,338.59466666666674,75.87288888888891
761.2212222222223,348.9424444444445,77.37533333333334
465.20388888888886,255.60844444444447,79.39411111111112
498.02280246913574,265.9562222222222,80.89655555555555
530.8417160493827,276.30400000000003,82.399
563.6606296296297,286.6517777777778,83.90144444444445
596.4795432098765,296.99955555555556,85.40388889
629.2984567901235,307.3473333333333,86.90633333333335
662.1173703703704,317.6951111111111,88.40877777777779
694.9362839506173,328.0428888888889,89.91122222222224
727.7551975308643,338.3906666666667,91.41366666666667
760.5741111111112,348.73844444444444,92.91611111111112
464.5567777777777,255.40444444444447,94.93488888888889
497.3756913580246,265.75222222222226,96.43733333333334
530.1946049382716,276.1,97.93977777777778
563.0135185185185,286.4477777777778,99.44222222222223
595.8324320987654,296.79555555555555,100.94466666666668
628.6513456790124,307.1433333333334,102.44711111111113
661.4702592592593,317.49111111111114,103.94955555555556
694.2891728395061,327.8388888888889,105.45200000000001
727.1080864197531,338.18666666666667,106.95444444444445
759.927,348.5344444444445,108.4568888888889
463.9096666666666,255.20044444444446,110.47566666666667
496.72858024691357,265.5482222222222,111.9781111111111
529.5474938271605,275.896,113.48055555555555
562.3664074074075,286.24377777777784,114.98300000000002
595.1853209876543,296.5915555555556,116.48544444444445
628.0042345679013,306.93933333333337,117.98788888888889
660.8231481481482,317.28711111111113,119.49033333333335
693.6420617283951,327.63488888888895,120.99277777777777
726.4609753,337.98266666666666,122.49522222222224
759.2798889,348.3304444444445,123.99766666666667
463.26255555555554,254.99644444444448,126.01644444444445
496.0814691358024,265.34422222222224,127.51888888888888
528.9003827160494,275.692,129.02133333333333
561.7192962962963,286.03977777777783,130.52377777777778
594.5382098765432,296.3875555555556,132.0262222222222
627.3571234567902,306.73533333333336,133.52866666666665
660.1760370370371,317.0831111111112,135.0311111111111
692.9949506,327.4308888888889,136.53355555555555
725.8138641975308,337.7786666666667,138.03599999999997
758.6327777777778,348.1264444444445,139.53844444444442
462.61544444444445,254.79244444444447,141.55722222222224
495.43435802469133,265.14022222222223,143.05966666666666
528.2532716049383,275.488,144.5621111111111
561.0721851851853,285.8357777777778,146.06455555555556
593.8910987654322,296.1835555555556,147.567
626.7100123456792,306.53133333333335,149.06944444444446
659.5289259,316.8791111111111,150.5718888888889
692.3478395061729,327.22688888888894,152.07433333333336
725.1667530864199,337.5746666666667,153.57677777777778
757.9856666666668,347.92244444444447,155.07922222222223
461.9683333333333,254.58844444444446,157.098
494.78724691358025,264.9362222222222,158.60044444444446
527.6061604938272,275.28400000000005,160.1028888888889
560.4250740740741,285.6317777777778,161.60533333333336
593.2439877,295.9795555555556,163.10777777777778
626.0629012,306.32733333333334,164.61022222222223
658.8818148148149,316.6751111111111,166.11266666666668
691.7007283950618,327.0228888888889,167.6151111111111
724.5196419753088,337.3706666666667,169.11755555555555
757.3385555555557,347.71844444444446,170.62
475.47700000000003,232.05166666666668,17.231
508.2959259259259,242.39944444444444,18.733444444444444
541.1148518518519,252.7472222222222,20.23588888888889
573.9337777777778,263.095,21.738333333333337
606.7527037037037,273.4427777777778,23.24077777777778
639.5716296296297,283.79055555555556,24.743222222222222
672.3905555555556,294.1383333333333,26.245666666666665
705.2094814814816,304.4861111111111,27.74811111111111
738.0284074074075,314.83388888888885,29.250555555555554
770.8473333333334,325.1816666666667,30.753
474.8298888888889,231.84766666666667,32.77177777777778
507.6488148148148,242.19544444444443,34.27422222222222
540.4677407407407,252.5432222222222,35.776666666666664
573.2866666666666,262.89099999999996,37.27911111111111
606.1055925925925,273.2387777777777,38.781555555555556
638.9245185185185,283.58655555555555,40.284
671.7434444444444,293.9343333333333,41.78644444444444
704.5623703703703,304.2821111111111,43.288888888888884
737.3812962962963,314.6298888888888,44.79133333333333
770.2002222222222,324.9776666666666,46.29377777777778
474.1827777777778,231.64366666666666,48.31255555555556
507.0017037037037,241.99144444444443,49.815000000000005
539.8206296296297,252.3392222222222,51.31744444444445
572.6395555555555,262.687,52.81988889
605.4584814814815,273.0347777777778,54.32233333333333
638.2774074074074,283.38255555555554,55.82477777777778
671.0963333333333,293.7303333333333,57.32722222222222
703.9152592592592,304.07811111111107,58.82966666666667
736.7341851851852,314.4258888888889,60.332111111111104
769.5531111111111,324.77366666666666,61.83455555555555
473.5356666666667,231.4396666666667,63.85333333333334
506.35459259259255,241.78744444444447,65.35577777777777
539.1735185185186,252.13522222222227,66.85822222222222
571.9924444444446,262.48300000000006,68.36066666666667
604.8113703703705,272.8307777777778,69.86311111111112
637.6302962962964,283.1785555555556,71.36555555555556
670.4492222222223,293.52633333333335,72.86800000000001
703.2681481481482,303.8741111111111,74.37044444444446
736.0870741,314.22188888888894,75.87288888888891
768.9060000000001,324.5696666666667,77.37533333333334
472.88855555555557,231.23566666666667,79.39411111111112
505.70748148148147,241.58344444444444,80.89655555555555
538.5264074074074,251.93122222222223,82.399
571.3453333333334,262.279,83.90144444444445
604.1642592592593,272.62677777777776,85.40388889
636.9831851851852,282.9745555555556,86.90633333333335
669.8021111111111,293.32233333333335,88.40877777777779
702.621037,303.6701111111111,89.91122222222224
735.4399629629629,314.0178888888889,91.41366666666667
768.2588888888889,324.3656666666667,92.91611111111112
472.2414444444445,231.0316666666667,94.93488888888889
505.0603703703704,241.37944444444446,96.43733333333334
537.8792962962964,251.72722222222222,97.93977777777778
570.6982222222223,262.07500000000005,99.44222222222223
603.5171481481482,272.4227777777778,100.94466666666668
636.3360740740741,282.7705555555556,102.44711111111113
669.155,293.11833333333334,103.94955555555556
701.9739259259259,303.4661111111111,105.45200000000001
734.7928518518519,313.81388888888887,106.95444444444445
767.6117777777778,324.1616666666667,108.4568888888889
471.59433333333334,230.8276666666667,110.47566666666667
504.41325925925923,241.17544444444445,111.9781111111111
537.2321851851852,251.52322222222222,113.48055555555555
570.0511111111111,261.87100000000004,114.98300000000002
602.870037,272.2187777777778,116.48544444444445
635.688963,282.56655555555557,117.98788888888889
668.5078888888889,292.9143333333334,119.49033333333335
701.3268148148148,303.2621111111111,120.99277777777777
734.1457407407408,313.6098888888889,122.49522222222224
766.9646666666667,323.9576666666667,123.99766666666667
470.94722222222225,230.6236666666667,126.01644444444445
503.76614814814815,240.97144444444447,127.51888888888888
536.5850740740741,251.31922222222227,129.02133333333333
569.404,261.66700000000003,130.52377777777778
602.2229259259259,272.0147777777778,132.0262222222222
635.0418518518519,282.3625555555556,133.52866666666665
667.8607777777778,292.7103333333334,135.0311111111111
700.6797037037038,303.05811111111115,136.53355555555555
733.4986296296297,313.40588888888897,138.03599999999997
766.3175555555556,323.75366666666673,139.53844444444442
470.30011111111116,230.41966666666667,141.55722222222224
503.11903703703706,240.76744444444444,143.05966666666666
535.937963,251.11522222222226,144.5621111111111
568.7568889,261.463,146.06455555555556
601.5758148148149,271.8107777777778,147.567
634.3947407407408,282.15855555555555,149.06944444444446
667.2136666666668,292.5063333333333,150.5718888888889
700.0325925925926,302.8541111111111,152.07433333333336
732.8515185185186,313.2018888888889,153.57677777777778
765.6704444444445,323.54966666666667,155.07922222222223
469.653,230.2156666666667,157.098
502.4719259259259,240.56344444444446,158.60044444444446
535.2908518518519,250.91122222222225,160.1028888888889
568.1097777777778,261.25900000000007,161.60533333333336
600.9287037037037,271.6067777777778,163.10777777777778
633.7476296296296,281.9545555555556,164.61022222222223
666.5665555555555,292.30233333333337,166.11266666666668
699.3854814814814,302.65011111111113,167.6151111111111
732.2044074074074,312.9978888888889,169.11755555555555
765.0233333333333,323.3456666666667,170.62
483.1616666666667,207.67888888888888,17.231
515.9806049382715,218.02666666666664,18.733444444444444
548.7995432098766,228.3744444444444,20.23588888888889
581.6184814814815,238.72222222222223,21.738333333333337
614.4374197530865,249.07,23.24077777777778
647.2563580246914,259.41777777777776,24.743222222222222
680.0752962962963,269.7655555555555,26.245666666666665
712.8942345679013,280.1133333333333,27.74811111111111
745.7131728395061,290.46111111111105,29.250555555555554
778.5321111111111,300.8088888888889,30.753
482.5145555555555,207.47488888888887,32.77177777777778
515.3334938271604,217.82266666666663,34.27422222222222
548.1524320987654,228.1704444444444,35.776666666666664
580.9713703703703,238.51822222222222,37.27911111111111
613.7903086419752,248.86599999999999,38.781555555555556
646.6092469135803,259.21377777777775,40.284
679.4281851851852,269.5615555555555,41.78644444444444
712.2471234567901,279.9093333333333,43.288888888888884
745.0660617,290.2571111111111,44.79133333333333
777.885,300.60488888888887,46.29377777777778
481.86744444444446,207.2708888888889,48.31255555555556
514.6863827160494,217.61866666666666,49.815000000000005
547.5053209876544,227.96644444444445,51.31744444444445
580.3242592592593,238.3142222222222,52.81988889
613.1431975308642,248.66199999999998,54.32233333333333
645.9621358024691,259.00977777777774,55.82477777777778
678.7810741,269.3575555555555,57.32722222222222
711.6000123456789,279.7053333333333,58.82966666666667
744.4189506172839,290.0531111111111,60.332111111111104
777.2378888888888,300.40088888888886,61.83455555555555
481.2203333333333,207.0668888888889,63.85333333333334
514.0392716049382,217.41466666666668,65.35577777777777
546.8582098765432,227.76244444444447,66.85822222222222
579.6771481481483,238.11022222222226,68.36066666666667
612.4960864197532,248.45800000000003,69.86311111111112
645.3150246913581,258.8057777777778,71.36555555555556
678.1339629629631,269.15355555555556,72.86800000000001
710.9529012,279.5013333333333,74.37044444444446
743.7718395,289.84911111111114,75.87288888888891
776.5907777777779,300.1968888888889,77.37533333333334
480.5732222222222,206.8628888888889,79.39411111111112
